instant,dteday,season,month,hour,holiday,a_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category
16248,11/14/2012,Winter,November,17,0,Wednesday,Clear,13.12,15.91,49,12.998,19,564,583,Weekday,Medium
16249,11/14/2012,Winter,November,18,0,Wednesday,Clear,13.12,15.91,53,11.0014,24,543,567,Weekday,Medium
16250,11/14/2012,Winter,November,19,0,Wednesday,Clear,12.3,15.15,52,11.0014,28,368,396,Weekday,Medium
16251,11/14/2012,Winter,November,20,0,Wednesday,Clear,12.3,15.91,52,6.0032,15,252,267,Weekday,Medium
16252,11/14/2012,Winter,November,21,0,Wednesday,Clear,12.3,16.665,56,0,5,208,213,Weekday,Medium
16253,11/14/2012,Winter,November,22,0,Wednesday,Clear,11.48,15.91,61,0,6,167,173,Weekday,Medium
16254,11/14/2012,Winter,November,23,0,Wednesday,Clear,9.84,12.12,70,8.9981,9,78,87,Weekday,Medium
16255,11/15/2012,Winter,November,0,0,Thursday,Misty,10.66,15.15,65,0,1,33,34,Weekday,Medium
16256,11/15/2012,Winter,November,1,0,Thursday,Misty,10.66,13.635,65,7.0015,2,14,16,Weekday,Medium
16257,11/15/2012,Winter,November,2,0,Thursday,Misty,10.66,12.88,70,11.0014,0,7,7,Weekday,Medium
16258,11/15/2012,Winter,November,3,0,Thursday,Misty,10.66,14.395,70,6.0032,0,2,2,Weekday,Medium
16259,11/15/2012,Winter,November,4,0,Thursday,Misty,11.48,14.395,65,8.9981,0,5,5,Weekday,Medium
16260,11/15/2012,Winter,November,5,0,Thursday,Misty,12.3,14.395,61,15.0013,3,34,37,Weekday,Medium
16261,11/15/2012,Winter,November,6,0,Thursday,Misty,12.3,14.395,65,16.9979,1,146,147,Weekday,Medium
16262,11/15/2012,Winter,November,7,0,Thursday,Misty,12.3,14.395,65,12.998,7,403,410,Weekday,Medium
16263,11/15/2012,Winter,November,8,0,Thursday,Misty,12.3,14.395,61,15.0013,21,625,646,Weekday,Medium
16264,11/15/2012,Winter,November,9,0,Thursday,Misty,13.12,15.91,61,12.998,17,306,323,Weekday,Medium
16265,11/15/2012,Winter,November,10,0,Thursday,Misty,13.12,16.665,66,8.9981,11,142,153,Weekday,Medium
16266,11/15/2012,Winter,November,11,0,Thursday,Misty,13.94,16.665,61,8.9981,28,138,166,Weekday,Medium
16267,11/15/2012,Winter,November,12,0,Thursday,Misty,14.76,18.18,62,7.0015,29,184,213,Weekday,Medium
16268,11/15/2012,Winter,November,13,0,Thursday,Misty,15.58,19.695,54,7.0015,20,197,217,Weekday,Medium
16269,11/15/2012,Winter,November,14,0,Thursday,Misty,15.58,19.695,54,11.0014,27,174,201,Weekday,Medium
16270,11/15/2012,Winter,November,15,0,Thursday,Misty,15.58,19.695,58,11.0014,26,191,217,Weekday,Medium
16271,11/15/2012,Winter,November,16,0,Thursday,Misty,14.76,17.425,57,12.998,24,318,342,Weekday,Medium
16272,11/15/2012,Winter,November,17,0,Thursday,Misty,14.76,17.425,57,15.0013,22,541,563,Weekday,Medium
16273,11/15/2012,Winter,November,18,0,Thursday,Misty,14.76,17.425,57,12.998,10,563,573,Weekday,Medium
16274,11/15/2012,Winter,November,19,0,Thursday,Misty,13.94,16.665,61,8.9981,11,375,386,Weekday,Medium
16275,11/15/2012,Winter,November,20,0,Thursday,Clear,13.94,17.425,61,7.0015,23,262,285,Weekday,Medium
16276,11/15/2012,Winter,November,21,0,Thursday,Misty,13.12,16.665,66,7.0015,20,204,224,Weekday,Medium
16277,11/15/2012,Winter,November,22,0,Thursday,Misty,13.12,15.91,66,11.0014,10,143,153,Weekday,Medium
16278,11/15/2012,Winter,November,23,0,Thursday,Misty,13.12,15.91,61,11.0014,7,118,125,Weekday,Medium
16279,11/16/2012,Winter,November,0,0,Friday,Misty,13.12,16.665,66,7.0015,7,58,65,Weekday,Medium
16280,11/16/2012,Winter,November,1,0,Friday,Misty,12.3,15.91,65,6.0032,5,16,21,Weekday,Medium
16281,11/16/2012,Winter,November,2,0,Friday,Misty,12.3,15.15,70,11.0014,0,9,9,Weekday,Medium
16282,11/16/2012,Winter,November,3,0,Friday,Misty,12.3,15.15,65,8.9981,0,6,6,Weekday,Medium
16283,11/16/2012,Winter,November,4,0,Friday,Misty,12.3,15.91,65,7.0015,0,5,5,Weekday,Medium
16284,11/16/2012,Winter,November,5,0,Friday,Misty,12.3,15.91,65,6.0032,2,34,36,Weekday,Medium
16285,11/16/2012,Winter,November,6,0,Friday,Misty,12.3,15.91,61,6.0032,4,126,130,Weekday,Medium
16286,11/16/2012,Winter,November,7,0,Friday,Misty,12.3,15.15,61,11.0014,5,362,367,Weekday,Medium
16287,11/16/2012,Winter,November,8,0,Friday,Misty,13.12,16.665,57,8.9981,17,694,711,Weekday,Medium
16288,11/16/2012,Winter,November,9,0,Friday,Clear,13.94,17.425,53,7.0015,21,330,351,Weekday,Medium
16289,11/16/2012,Winter,November,10,0,Friday,Clear,13.94,16.665,53,12.998,33,165,198,Weekday,Medium
16290,11/16/2012,Winter,November,11,0,Friday,Clear,15.58,19.695,43,15.0013,33,185,218,Weekday,Medium
16291,11/16/2012,Winter,November,12,0,Friday,Clear,16.4,20.455,43,19.0012,28,262,290,Weekday,Medium
16292,11/16/2012,Winter,November,13,0,Friday,Clear,17.22,21.21,38,12.998,52,226,278,Weekday,Medium
16293,11/16/2012,Winter,November,14,0,Friday,Clear,17.22,21.21,35,7.0015,47,204,251,Weekday,Low
16294,11/16/2012,Winter,November,15,0,Friday,Clear,17.22,21.21,38,8.9981,30,237,267,Weekday,Medium
16295,11/16/2012,Winter,November,16,0,Friday,Clear,17.22,21.21,35,19.0012,33,350,383,Weekday,Low
16296,11/16/2012,Winter,November,17,0,Friday,Clear,14.76,17.425,46,12.998,41,539,580,Weekday,Medium
16297,11/16/2012,Winter,November,18,0,Friday,Clear,13.94,16.665,53,11.0014,22,483,505,Weekday,Medium
16298,11/16/2012,Winter,November,19,0,Friday,Clear,14.76,17.425,46,15.0013,26,306,332,Weekday,Medium
16299,11/16/2012,Winter,November,20,0,Friday,Clear,14.76,16.665,46,16.9979,20,207,227,Weekday,Medium
16300,11/16/2012,Winter,November,21,0,Friday,Clear,13.94,16.665,49,12.998,21,157,178,Weekday,Medium
16301,11/16/2012,Winter,November,22,0,Friday,Clear,13.12,15.15,53,16.9979,23,139,162,Weekday,Medium
16302,11/16/2012,Winter,November,23,0,Friday,Clear,13.12,15.15,53,15.0013,14,114,128,Weekday,Medium
16303,11/17/2012,Winter,November,0,0,Saturday,Clear,12.3,15.15,52,11.0014,11,95,106,Weekend,Medium
16304,11/17/2012,Winter,November,1,0,Saturday,Clear,10.66,12.88,60,12.998,13,74,87,Weekend,Medium
16305,11/17/2012,Winter,November,2,0,Saturday,Clear,10.66,12.88,65,12.998,8,41,49,Weekend,Medium
16306,11/17/2012,Winter,November,3,0,Saturday,Clear,10.66,12.88,65,12.998,2,19,21,Weekend,Medium
16307,11/17/2012,Winter,November,4,0,Saturday,Clear,9.84,11.365,70,12.998,1,6,7,Weekend,Medium
16308,11/17/2012,Winter,November,5,0,Saturday,Clear,9.84,12.12,70,11.0014,1,10,11,Weekend,Medium
16309,11/17/2012,Winter,November,6,0,Saturday,Clear,9.84,11.365,70,15.0013,0,21,21,Weekend,Medium
16310,11/17/2012,Winter,November,7,0,Saturday,Clear,9.84,11.365,70,12.998,8,70,78,Weekend,Medium
16311,11/17/2012,Winter,November,8,0,Saturday,Clear,10.66,12.88,65,15.0013,30,138,168,Weekend,Medium
16312,11/17/2012,Winter,November,9,0,Saturday,Clear,13.94,15.91,49,15.0013,48,200,248,Weekend,Medium
16313,11/17/2012,Winter,November,10,0,Saturday,Clear,14.76,16.665,46,16.9979,62,258,320,Weekend,Medium
16314,11/17/2012,Winter,November,11,0,Saturday,Clear,15.58,19.695,43,12.998,80,343,423,Weekend,Medium
16315,11/17/2012,Winter,November,12,0,Saturday,Clear,16.4,20.455,40,11.0014,117,359,476,Weekend,Medium
16316,11/17/2012,Winter,November,13,0,Saturday,Clear,17.22,21.21,38,16.9979,179,346,525,Weekend,Medium
16317,11/17/2012,Winter,November,14,0,Saturday,Clear,17.22,21.21,38,12.998,175,380,555,Weekend,Medium
16318,11/17/2012,Winter,November,15,0,Saturday,Clear,17.22,21.21,35,19.9995,175,374,549,Weekend,Low
16319,11/17/2012,Winter,November,16,0,Saturday,Clear,16.4,20.455,40,15.0013,144,325,469,Weekend,Medium
16320,11/17/2012,Winter,November,17,0,Saturday,Clear,15.58,19.695,40,11.0014,101,302,403,Weekend,Medium
16321,11/17/2012,Winter,November,18,0,Saturday,Clear,14.76,18.18,50,7.0015,34,237,271,Weekend,Medium
16322,11/17/2012,Winter,November,19,0,Saturday,Clear,13.94,17.425,53,6.0032,45,208,253,Weekend,Medium
16323,11/17/2012,Winter,November,20,0,Saturday,Misty,13.94,17.425,66,6.0032,30,142,172,Weekend,Medium
16324,11/17/2012,Winter,November,21,0,Saturday,Misty,13.12,16.665,57,7.0015,15,124,139,Weekend,Medium
16325,11/17/2012,Winter,November,22,0,Saturday,Misty,13.12,16.665,57,7.0015,15,130,145,Weekend,Medium
16326,11/17/2012,Winter,November,23,0,Saturday,Misty,12.3,15.91,70,7.0015,19,114,133,Weekend,Medium
16327,11/18/2012,Winter,November,0,0,Sunday,Misty,12.3,15.15,70,11.0014,11,118,129,Weekend,Medium
16328,11/18/2012,Winter,November,1,0,Sunday,Clear,12.3,14.395,70,12.998,14,81,95,Weekend,Medium
16329,11/18/2012,Winter,November,2,0,Sunday,Clear,11.48,14.395,81,7.0015,8,65,73,Weekend,High
16330,11/18/2012,Winter,November,3,0,Sunday,Misty,12.3,15.15,81,11.0014,9,37,46,Weekend,High
16331,11/18/2012,Winter,November,4,0,Sunday,Misty,12.3,14.395,81,12.998,4,8,12,Weekend,High
16332,11/18/2012,Winter,November,5,0,Sunday,Clear,11.48,14.395,81,8.9981,5,7,12,Weekend,High
16333,11/18/2012,Winter,November,6,0,Sunday,Clear,11.48,13.635,81,11.0014,2,13,15,Weekend,High
16334,11/18/2012,Winter,November,7,0,Sunday,Clear,11.48,13.635,81,12.998,3,39,42,Weekend,High
16335,11/18/2012,Winter,November,8,0,Sunday,Clear,12.3,14.395,75,16.9979,19,100,119,Weekend,High
16336,11/18/2012,Winter,November,9,0,Sunday,Clear,13.12,15.15,70,16.9979,49,155,204,Weekend,Medium
16337,11/18/2012,Winter,November,10,0,Sunday,Clear,13.94,15.15,66,19.9995,79,250,329,Weekend,Medium
16338,11/18/2012,Winter,November,11,0,Sunday,Clear,15.58,19.695,62,19.0012,92,267,359,Weekend,Medium
16339,11/18/2012,Winter,November,12,0,Sunday,Clear,16.4,20.455,62,19.0012,101,341,442,Weekend,Medium
16340,11/18/2012,Winter,November,13,0,Sunday,Clear,16.4,20.455,62,22.0028,113,334,447,Weekend,Medium
16341,11/18/2012,Winter,November,14,0,Sunday,Clear,16.4,20.455,62,19.9995,125,303,428,Weekend,Medium
16342,11/18/2012,Winter,November,15,0,Sunday,Clear,17.22,21.21,54,19.0012,89,318,407,Weekend,Medium
16343,11/18/2012,Winter,November,16,0,Sunday,Misty,16.4,20.455,62,22.0028,59,313,372,Weekend,Medium
16344,11/18/2012,Winter,November,17,0,Sunday,Misty,15.58,19.695,66,16.9979,48,232,280,Weekend,Medium
16345,11/18/2012,Winter,November,18,0,Sunday,Clear,14.76,17.425,66,15.0013,36,240,276,Weekend,Medium
16346,11/18/2012,Winter,November,19,0,Sunday,Clear,14.76,17.425,66,11.0014,16,194,210,Weekend,Medium
16347,11/18/2012,Winter,November,20,0,Sunday,Clear,14.76,17.425,66,11.0014,9,120,129,Weekend,Medium
16348,11/18/2012,Winter,November,21,0,Sunday,Clear,14.76,16.665,66,16.9979,17,93,110,Weekend,Medium
16349,11/18/2012,Winter,November,22,0,Sunday,Misty,14.76,16.665,66,16.9979,8,66,74,Weekend,Medium
16350,11/18/2012,Winter,November,23,0,Sunday,Clear,14.76,17.425,66,15.0013,6,53,59,Weekend,Medium
16351,11/19/2012,Winter,November,0,0,Monday,Clear,14.76,17.425,66,15.0013,5,22,27,Weekday,Medium
16352,11/19/2012,Winter,November,1,0,Monday,Misty,14.76,17.425,66,15.0013,0,19,19,Weekday,Medium
16353,11/19/2012,Winter,November,2,0,Monday,Misty,14.76,16.665,66,16.9979,0,5,5,Weekday,Medium
16354,11/19/2012,Winter,November,3,0,Monday,Misty,14.76,17.425,66,15.0013,0,2,2,Weekday,Medium
16355,11/19/2012,Winter,November,4,0,Monday,Misty,14.76,17.425,66,15.0013,1,11,12,Weekday,Medium
16356,11/19/2012,Winter,November,5,0,Monday,Misty,14.76,17.425,66,15.0013,1,38,39,Weekday,Medium
16357,11/19/2012,Winter,November,6,0,Monday,Misty,14.76,16.665,66,16.9979,3,128,131,Weekday,Medium
16358,11/19/2012,Winter,November,7,0,Monday,Misty,14.76,16.665,66,19.9995,5,381,386,Weekday,Medium
16359,11/19/2012,Winter,November,8,0,Monday,Misty,14.76,16.665,66,19.9995,13,650,663,Weekday,Medium
16360,11/19/2012,Winter,November,9,0,Monday,Misty,14.76,16.665,66,16.9979,18,260,278,Weekday,Medium
16361,11/19/2012,Winter,November,10,0,Monday,Misty,14.76,16.665,66,16.9979,33,106,139,Weekday,Medium
16362,11/19/2012,Winter,November,11,0,Monday,Misty,15.58,19.695,66,16.9979,33,164,197,Weekday,Medium
16363,11/19/2012,Winter,November,12,0,Monday,Misty,16.4,20.455,62,19.0012,35,207,242,Weekday,Medium
16364,11/19/2012,Winter,November,13,0,Monday,Clear,18.04,21.97,54,16.9979,46,205,251,Weekday,Medium
16365,11/19/2012,Winter,November,14,0,Monday,Clear,18.04,21.97,54,16.9979,47,170,217,Weekday,Medium
16366,11/19/2012,Winter,November,15,0,Monday,Clear,18.04,21.97,54,12.998,44,213,257,Weekday,Medium
16367,11/19/2012,Winter,November,16,0,Monday,Clear,17.22,21.21,58,16.9979,55,325,380,Weekday,Medium
16368,11/19/2012,Winter,November,17,0,Monday,Misty,17.22,21.21,58,12.998,33,586,619,Weekday,Medium
16369,11/19/2012,Winter,November,18,0,Monday,Misty,16.4,20.455,58,16.9979,21,559,580,Weekday,Medium
16370,11/19/2012,Winter,November,19,0,Monday,Misty,16.4,20.455,58,19.0012,25,381,406,Weekday,Medium
16371,11/19/2012,Winter,November,20,0,Monday,Misty,15.58,19.695,62,16.9979,7,252,259,Weekday,Medium
16372,11/19/2012,Winter,November,21,0,Monday,Misty,15.58,19.695,54,15.0013,15,188,203,Weekday,Medium
16373,11/19/2012,Winter,November,22,0,Monday,Clear,13.94,17.425,66,7.0015,7,106,113,Weekday,Medium
16374,11/19/2012,Winter,November,23,0,Monday,Clear,13.94,17.425,66,7.0015,2,72,74,Weekday,Medium
16375,11/20/2012,Winter,November,0,0,Tuesday,Clear,13.12,16.665,70,8.9981,3,26,29,Weekday,Medium
16376,11/20/2012,Winter,November,1,0,Tuesday,Clear,13.94,17.425,66,7.0015,3,10,13,Weekday,Medium
16377,11/20/2012,Winter,November,2,0,Tuesday,Misty,13.12,16.665,76,6.0032,0,5,5,Weekday,High
16378,11/20/2012,Winter,November,3,0,Tuesday,Misty,13.94,17.425,71,7.0015,0,2,2,Weekday,High
16379,11/20/2012,Winter,November,4,0,Tuesday,Misty,13.94,16.665,66,12.998,0,6,6,Weekday,Medium
16380,11/20/2012,Winter,November,5,0,Tuesday,Misty,13.94,16.665,66,8.9981,2,32,34,Weekday,Medium
16381,11/20/2012,Winter,November,6,0,Tuesday,Misty,13.94,16.665,71,11.0014,2,146,148,Weekday,High
16382,11/20/2012,Winter,November,7,0,Tuesday,Clear,13.12,16.665,76,6.0032,7,411,418,Weekday,High
16383,11/20/2012,Winter,November,8,0,Tuesday,Clear,13.94,16.665,71,8.9981,16,649,665,Weekday,High
16384,11/20/2012,Winter,November,9,0,Tuesday,Misty,14.76,18.94,71,0,28,298,326,Weekday,High
16385,11/20/2012,Winter,November,10,0,Tuesday,Misty,16.4,20.455,66,6.0032,32,144,176,Weekday,Medium
16386,11/20/2012,Winter,November,11,0,Tuesday,Misty,17.22,21.21,67,6.0032,45,160,205,Weekday,Medium
16387,11/20/2012,Winter,November,12,0,Tuesday,Misty,17.22,21.21,67,0,70,243,313,Weekday,Medium
16388,11/20/2012,Winter,November,13,0,Tuesday,Misty,18.04,21.97,58,0,49,218,267,Weekday,Medium
16389,11/20/2012,Winter,November,14,0,Tuesday,Misty,18.04,21.97,58,7.0015,47,177,224,Weekday,Medium
16390,11/20/2012,Winter,November,15,0,Tuesday,Misty,18.86,22.725,55,7.0015,61,226,287,Weekday,Medium
16391,11/20/2012,Winter,November,16,0,Tuesday,Misty,17.22,21.21,62,6.0032,60,335,395,Weekday,Medium
16392,11/20/2012,Winter,November,17,0,Tuesday,Misty,16.4,20.455,71,11.0014,37,553,590,Weekday,High
16393,11/20/2012,Winter,November,18,0,Tuesday,Misty,16.4,20.455,66,6.0032,16,534,550,Weekday,Medium
16394,11/20/2012,Winter,November,19,0,Tuesday,Misty,16.4,20.455,71,0,23,361,384,Weekday,High
16395,11/20/2012,Winter,November,20,0,Tuesday,Misty,15.58,19.695,76,0,11,224,235,Weekday,High
16396,11/20/2012,Winter,November,21,0,Tuesday,Clear,14.76,18.94,71,0,14,143,157,Weekday,High
16397,11/20/2012,Winter,November,22,0,Tuesday,Clear,14.76,18.94,71,0,7,115,122,Weekday,High
16398,11/20/2012,Winter,November,23,0,Tuesday,Clear,13.12,16.665,81,7.0015,1,82,83,Weekday,High
16399,11/21/2012,Winter,November,0,0,Wednesday,Clear,13.94,18.18,81,0,1,25,26,Weekday,High
16400,11/21/2012,Winter,November,1,0,Wednesday,Clear,13.12,16.665,81,7.0015,1,13,14,Weekday,High
16401,11/21/2012,Winter,November,2,0,Wednesday,Clear,11.48,14.395,87,7.0015,2,6,8,Weekday,High
16402,11/21/2012,Winter,November,3,0,Wednesday,Clear,11.48,14.395,87,7.0015,0,2,2,Weekday,High
16403,11/21/2012,Winter,November,4,0,Wednesday,Clear,11.48,14.395,87,7.0015,0,10,10,Weekday,High
16404,11/21/2012,Winter,November,5,0,Wednesday,Clear,11.48,14.395,87,7.0015,1,28,29,Weekday,High
16405,11/21/2012,Winter,November,6,0,Wednesday,Clear,11.48,15.15,87,6.0032,2,99,101,Weekday,High
16406,11/21/2012,Winter,November,7,0,Wednesday,Clear,10.66,14.395,87,6.0032,11,262,273,Weekday,High
16407,11/21/2012,Winter,November,8,0,Wednesday,Misty,11.48,15.15,81,6.0032,12,539,551,Weekday,High
16408,11/21/2012,Winter,November,9,0,Wednesday,Clear,13.12,16.665,76,6.0032,45,320,365,Weekday,High
16409,11/21/2012,Winter,November,10,0,Wednesday,Clear,14.76,18.94,62,0,22,150,172,Weekday,Medium
16410,11/21/2012,Winter,November,11,0,Wednesday,Clear,16.4,20.455,50,12.998,43,198,241,Weekday,Medium
16411,11/21/2012,Winter,November,12,0,Wednesday,Clear,18.04,21.97,41,12.998,74,270,344,Weekday,Medium
16412,11/21/2012,Winter,November,13,0,Wednesday,Clear,18.04,21.97,35,15.0013,70,295,365,Weekday,Low
16413,11/21/2012,Winter,November,14,0,Wednesday,Clear,18.86,22.725,33,12.998,84,329,413,Weekday,Low
16414,11/21/2012,Winter,November,15,0,Wednesday,Clear,18.86,22.725,36,6.0032,68,381,449,Weekday,Medium
16415,11/21/2012,Winter,November,16,0,Wednesday,Clear,18.04,21.97,33,8.9981,59,410,469,Weekday,Low
16416,11/21/2012,Winter,November,17,0,Wednesday,Clear,16.4,20.455,40,11.0014,41,333,374,Weekday,Medium
16417,11/21/2012,Winter,November,18,0,Wednesday,Clear,17.22,21.21,38,7.0015,24,287,311,Weekday,Medium
16418,11/21/2012,Winter,November,19,0,Wednesday,Clear,15.58,19.695,43,12.998,23,220,243,Weekday,Medium
16419,11/21/2012,Winter,November,20,0,Wednesday,Clear,13.94,17.425,61,7.0015,11,125,136,Weekday,Medium
16420,11/21/2012,Winter,November,21,0,Wednesday,Clear,14.76,18.94,50,0,8,97,105,Weekday,Medium
16421,11/21/2012,Winter,November,22,0,Wednesday,Clear,13.94,18.18,49,0,6,82,88,Weekday,Medium
16422,11/21/2012,Winter,November,23,0,Wednesday,Clear,13.12,17.425,61,0,7,50,57,Weekday,Medium
16423,11/22/2012,Winter,November,0,1,Thursday,Clear,13.12,16.665,66,6.0032,3,43,46,Weekday,Medium
16424,11/22/2012,Winter,November,1,1,Thursday,Clear,11.48,15.15,65,6.0032,5,37,42,Weekday,Medium
16425,11/22/2012,Winter,November,2,1,Thursday,Clear,9.84,12.88,75,6.0032,3,15,18,Weekday,High
16426,11/22/2012,Winter,November,3,1,Thursday,Clear,9.84,12.88,75,7.0015,0,6,6,Weekday,High
16427,11/22/2012,Winter,November,4,1,Thursday,Clear,9.02,11.365,80,8.9981,1,2,3,Weekday,High
16428,11/22/2012,Winter,November,5,1,Thursday,Clear,9.84,12.88,75,7.0015,2,6,8,Weekday,High
16429,11/22/2012,Winter,November,6,1,Thursday,Clear,10.66,13.635,70,7.0015,2,15,17,Weekday,Medium
16430,11/22/2012,Winter,November,7,1,Thursday,Clear,9.02,11.365,75,8.9981,7,49,56,Weekday,High
16431,11/22/2012,Winter,November,8,1,Thursday,Clear,9.84,12.12,75,8.9981,20,77,97,Weekday,High
16432,11/22/2012,Winter,November,9,1,Thursday,Clear,12.3,16.665,65,0,25,94,119,Weekday,Medium
16433,11/22/2012,Winter,November,10,1,Thursday,Clear,14.76,18.18,57,7.0015,65,154,219,Weekday,Medium
16434,11/22/2012,Winter,November,11,1,Thursday,Clear,17.22,21.21,41,6.0032,89,143,232,Weekday,Medium
16435,11/22/2012,Winter,November,12,1,Thursday,Clear,18.04,21.97,35,0,117,145,262,Weekday,Low
16436,11/22/2012,Winter,November,13,1,Thursday,Clear,18.86,22.725,31,0,125,144,269,Weekday,Low
16437,11/22/2012,Winter,November,14,1,Thursday,Clear,19.68,23.485,29,0,125,95,220,Weekday,Low
16438,11/22/2012,Winter,November,15,1,Thursday,Clear,19.68,23.485,29,0,132,96,228,Weekday,Low
16439,11/22/2012,Winter,November,16,1,Thursday,Clear,18.86,22.725,33,0,101,81,182,Weekday,Low
16440,11/22/2012,Winter,November,17,1,Thursday,Clear,18.04,21.97,35,0,66,43,109,Weekday,Low
16441,11/22/2012,Winter,November,18,1,Thursday,Clear,16.4,20.455,43,0,16,54,70,Weekday,Medium
16442,11/22/2012,Winter,November,19,1,Thursday,Clear,14.76,18.94,76,0,13,31,44,Weekday,High
16443,11/22/2012,Winter,November,20,1,Thursday,Clear,13.94,18.18,71,0,15,37,52,Weekday,High
16444,11/22/2012,Winter,November,21,1,Thursday,Clear,13.94,17.425,61,6.0032,7,39,46,Weekday,Medium
16445,11/22/2012,Winter,November,22,1,Thursday,Clear,13.12,17.425,61,0,8,36,44,Weekday,Medium
16446,11/22/2012,Winter,November,23,1,Thursday,Clear,12.3,16.665,70,0,8,28,36,Weekday,Medium
16447,11/23/2012,Winter,November,0,0,Friday,Clear,11.48,15.91,65,0,0,32,32,Weekday,Medium
16448,11/23/2012,Winter,November,1,0,Friday,Clear,11.48,15.15,81,6.0032,2,11,13,Weekday,High
16449,11/23/2012,Winter,November,2,0,Friday,Clear,10.66,14.395,75,6.0032,1,4,5,Weekday,High
16450,11/23/2012,Winter,November,3,0,Friday,Clear,10.66,15.15,70,0,1,0,1,Weekday,Medium
16451,11/23/2012,Winter,November,4,0,Friday,Clear,9.84,12.88,75,7.0015,1,3,4,Weekday,High
16452,11/23/2012,Winter,November,5,0,Friday,Clear,9.84,14.395,81,0,0,10,10,Weekday,High
16453,11/23/2012,Winter,November,6,0,Friday,Clear,9.84,14.395,81,0,0,20,20,Weekday,High
16454,11/23/2012,Winter,November,7,0,Friday,Clear,9.84,14.395,81,0,5,72,77,Weekday,High
16455,11/23/2012,Winter,November,8,0,Friday,Clear,9.84,12.88,87,6.0032,11,83,94,Weekday,High
16456,11/23/2012,Winter,November,9,0,Friday,Clear,11.48,14.395,75,7.0015,32,80,112,Weekday,High
16457,11/23/2012,Winter,November,10,0,Friday,Clear,13.94,16.665,61,11.0014,87,114,201,Weekday,Medium
16458,11/23/2012,Winter,November,11,0,Friday,Clear,16.4,20.455,50,12.998,121,130,251,Weekday,Medium
16459,11/23/2012,Winter,November,12,0,Friday,Clear,18.04,21.97,38,16.9979,186,193,379,Weekday,Medium
16460,11/23/2012,Winter,November,13,0,Friday,Clear,18.86,22.725,38,19.0012,224,200,424,Weekday,Medium
16461,11/23/2012,Winter,November,14,0,Friday,Clear,20.5,24.24,36,16.9979,240,195,435,Weekday,Medium
16462,11/23/2012,Winter,November,15,0,Friday,Clear,19.68,23.485,41,16.9979,233,214,447,Weekday,Medium
16463,11/23/2012,Winter,November,16,0,Friday,Misty,19.68,23.485,41,7.0015,158,199,357,Weekday,Medium
16464,11/23/2012,Winter,November,17,0,Friday,Misty,19.68,23.485,39,6.0032,117,183,300,Weekday,Medium
16465,11/23/2012,Winter,November,18,0,Friday,Misty,18.86,22.725,44,0,50,158,208,Weekday,Medium
16466,11/23/2012,Winter,November,19,0,Friday,Misty,18.86,22.725,47,11.0014,33,121,154,Weekday,Medium
16467,11/23/2012,Winter,November,20,0,Friday,Clear,18.86,22.725,41,6.0032,42,100,142,Weekday,Medium
16468,11/23/2012,Winter,November,21,0,Friday,Clear,18.86,22.725,47,16.9979,23,75,98,Weekday,Medium
16469,11/23/2012,Winter,November,22,0,Friday,Clear,18.04,21.97,33,35.0008,16,63,79,Weekday,Low
16470,11/23/2012,Winter,November,23,0,Friday,Clear,17.22,21.21,38,30.0026,20,47,67,Weekday,Medium
16471,11/24/2012,Winter,November,0,0,Saturday,Clear,16.4,20.455,37,27.9993,9,33,42,Weekend,Medium
16472,11/24/2012,Winter,November,1,0,Saturday,Clear,13.94,14.395,42,32.9975,1,19,20,Weekend,Medium
16473,11/24/2012,Winter,November,2,0,Saturday,Clear,13.12,13.635,39,40.9973,10,22,32,Weekend,Medium
16474,11/24/2012,Winter,November,3,0,Saturday,Clear,11.48,12.88,41,23.9994,6,5,11,Weekend,Medium
16475,11/24/2012,Winter,November,4,0,Saturday,Clear,10.66,10.605,41,30.0026,1,2,3,Weekend,Medium
16476,11/24/2012,Winter,November,5,0,Saturday,Clear,10.66,11.365,41,22.0028,1,2,3,Weekend,Medium
16477,11/24/2012,Winter,November,6,0,Saturday,Clear,9.84,10.605,44,19.0012,1,9,10,Weekend,Medium
16478,11/24/2012,Winter,November,7,0,Saturday,Misty,10.66,11.365,41,22.0028,4,21,25,Weekend,Medium
16479,11/24/2012,Winter,November,8,0,Saturday,Misty,10.66,10.605,44,31.0009,7,55,62,Weekend,Medium
16480,11/24/2012,Winter,November,9,0,Saturday,Misty,10.66,10.605,41,30.0026,26,96,122,Weekend,Medium
16481,11/24/2012,Winter,November,10,0,Saturday,Misty,10.66,11.365,44,19.9995,46,96,142,Weekend,Medium
16482,11/24/2012,Winter,November,11,0,Saturday,Misty,11.48,12.88,41,19.9995,55,131,186,Weekend,Medium
16483,11/24/2012,Winter,November,12,0,Saturday,Misty,12.3,12.88,36,40.9973,53,146,199,Weekend,Medium
16484,11/24/2012,Winter,November,13,0,Saturday,Clear,13.12,15.15,36,22.0028,64,161,225,Weekend,Medium
16485,11/24/2012,Winter,November,14,0,Saturday,Clear,13.12,14.395,33,31.0009,58,149,207,Weekend,Low
16486,11/24/2012,Winter,November,15,0,Saturday,Clear,12.3,13.635,36,31.0009,59,139,198,Weekend,Medium
16487,11/24/2012,Winter,November,16,0,Saturday,Clear,11.48,12.12,38,30.0026,43,127,170,Weekend,Medium
